ID,前文,題幹,選項1,選項2,選項3,選項4
482537,(春節連假。場景：辦公廳)男：喂！妳敢知今年的假期攏總有幾工？女：毋知，敢無看我咧無閒年底欲結案？我哪有閒工去算！男：我共妳講，攏總有百外工喔！妳敢有計畫欲去佗位渡假？女：2018年的工課都猶未做煞，你就咧算2019年的假期，無彩你是公司的模範員工！,請教：這位查埔職員可能因為啥物因素成做公司的模範員工？,拚勢加班,拚勢渡假,頂真做工課嘛骨力tshit-thô,共頂司phôo-phôo-thánn-thánn
492537,有一改我去西螺𨑨迌，共一个在地少年人問路，講（káng）幾句了後，伊主動講欲載我去西螺街裡踅踅咧，閣共我紹介在地的早頓九層粿，替我共民宿頭家出價。我徛佇濁水溪頂看西螺大橋，彼當時，這是全世界排頭前的長橋，毋過在地厚厚的人情味，並這條橋閣較予我感動。,並西螺大橋閣較感動人的是啥？,人情味。,民宿頭家。,濁水溪。,九層粿。
502537,"男生：中國書畫的藝術美感佇正體字中表現的是上完整閣齊備的。
女生：正體字是中國傳統的文字，保留上濟文化意義。",有關這段對話內底對正體字的認捌錯誤的是？,書畫藝術的美感佇繁體字中會當顯現,繁體字會當展現中國的傳統文化,繁體字的字型一直有綴時代咧變化,繁體字除了書寫功能閣有藝術功效
512537,南方莊園飯店就佇咧中壢，蹛佇遮有南歐地中海的氣味，無論是孤一人抑是規家伙仔鬥陣來渡假攏真適合，蹛佇遮你會當感受著日頭光、空氣佮水相敆峇斗仔峇斗仔，遠離嘩嘩吼的俗務，享受一下仔渡假的心適。若欲注文房間抑是了解詳細的情形，請上官方的網站查詢。,對南方莊園飯店的敘述，下面佗一个毋著？,佇咧中壢。,有十坪的花園佮綠地。,孤人去抑是濟濟人去攏真適當。,若欲訂房間會當上官方的網站查詢。
522537,查埔人:「你就是安安本人?你今年幾歲?」查某人:「名冊頂懸寫的是三十歲，實際上是五十四歲。」查埔人:「你考過幾擺矣?」查某人:「我二十歲就開始考，到今考過二十外擺矣。」,請問根據這段對話，安安實際上的年歲是幾歲？,安安今年三十歲,安安今年五十四歲,安安今年二十歲,毋知影安安幾歲
532537,查埔人:「周進是有啥物心事無?是按怎一咧到遮就開始吼矣?」查某人:「伊原底毋是生理人，讀冊讀欲幾若十年，嘛毋捌考牢秀才，今仔日一看著貢院，就按呢感覺心酸酸。」,這段對話的重點是咧討論啥物？,周進的心事,按怎做生理,欲按怎考秀才,貢院的來歷
542537,佇二空一五年的熱人，一條歌佇台灣的少年仔中間衝起來，田馥甄的《小幸運》推出了後，官方影片的觀看數破億，是全球頭一首觀看破億的華語歌曲。《小幸運》是電影《我的少女時代》的主題曲。《我的少女時代》這齣電影毋但佇台灣票聲真好，嘛成功行向國際市場，佇中國、新加坡、馬來西亞等等國家攏有袂䆀的票房。《小幸運》和《我的少女時代》同齊得著驚人的成功，歌手田馥甄佮主角王大陸的事業嘛攏就按呢大大有發展。,請問本文的主題是啥物？,《小幸運》和《我的少女的時代》共同的成就,電影主題曲的重要性,台灣電影佇其他國家的票房表現,台灣的中年人和老人佮意啥物款的電影
552537,恁敢有定定接著攪擾電話？抑是看著電話號碼煞毋知是啥人敲來的？這馬有一種APP會當替咱減少這款的困擾。這種APP內底有超過七億筆的資料，會當幫贊咱佇咧接電話進前知影是啥物人敲來的，降低咱佇毋知影啥物人敲來的狀況下，接著詐騙電話、廣告佮推銷的機率。按呢後擺干焦接家己想欲接的電話，毋免閣為著無熟似的電話感覺困擾。,根據這篇文章內底講著的APP，後壁佗一个是著的？,使用伊較袂接著無熟似的電話,伊會當鬥阻擋所有攪擾的電話,使用伊會當得著七億筆的電話資料,使用伊就一定袂接著詐騙電話
562537,五月天是台灣真出名搖滾的樂團，捌四擺提著台灣金曲獎的最佳樂團獎。五月天受英國披頭四的影響，相信搖滾樂有影響生命的力量，藉音樂通傳達疼佮和平的信念。五月天毋但佇台灣有真懸的人氣，各地演出票真僫買，甚至捌佇中國、日本、法國、英國、泰國等等國家開演唱會。,請根據介紹，揀正確的答案。,五月天毋捌出國表演,五月天是著獎足濟改的樂團,五月天會曉彈古箏,五月天干焦唱愛情做主題的歌
572537,"A：這條河真垃圾，足䆀味，色水嘛真奇怪。
B：可能因為有公司共工業的廢水排入去河內底。廢水內底有金屬成分，有真濟無好的物質，才會有特別的色水。另外有的家庭會共家己的糞埽擲落去河中，水裡的酸素無夠，造成魚仔蝦仔死了了，才會遮爾臭。",這條河為啥物遮爾無清氣？,有人共死的魚仔擲入去,廢水內底有無好的物質,家庭廢水排若去河裡,有的公司烏白倒糞埽
582537,厝邊閣搬一寡仔椅桌，請報錄的坐咧食酒參祥：「伊真正痟矣，欲按怎才好？”報錄的其中有一个人講：「我有一个想法，毋知會當無？」逐家就問：是啥物想法。彼个人就講：「范老爺平常時仔上驚啥人？就因為伊歡喜甲，痰衝起來，迷甲死死昏昏去。今干焦愛伊上驚的彼个人來搧伊的喙䫌，講：「這个報錄的的話攏是咧共你講好聽話，你根本就毋捌著過。」伊就會驚一趒，共痰呸呸出來矣，按呢就知矣。」逐家攏拍噗仔講：「這个想法有影讚！有影讚！范老爺驚的，就獨獨是肉擔仔彼个姓胡的。好啦！緊去揣姓胡的過來。伊凡勢猶毋知影，閣踮佇菜市仔賣肉咧。」,關於范老爺的描述佗一項是正確的？,范老爺上驚的人是姓胡的,范老爺傷過傷心就起痟矣,事實是范老爺毋捌著過,范老爺佇菜市仔賣肉
592537,這馬咱可能連門都免出去，就會當買著一工三頓佮萬項物件。這攏是因為這馬的網路愈來愈發達，咱會當透過百百款的網站買物件來供應咱的生活，按呢的好處是生活真利便，咱毋免了傷濟時間出門去買物件，會當用遮的時間做其他的代誌。毋過嘛有欠點，有一寡人嘛會因為按呢，變甲愈來愈「宅」，毋出門接觸外口的社會，嘛無想欲佮人面對面講話，一直生活佇家己的世界內底。所以網路買物件有好也有䆀，就看咱按怎使用伊。,請問文章內底的「宅」可能是啥物意思？,愛買厝看厝,佮意佇厝裡無愛出門,佮意請別人來厝裡,佮意做室內的運動
602537,佇印度旅遊的時陣，你凡勢會看著啉酒醉的象佇路裡像起痟按呢走來走去。「象起酒痟事件」是自較早著予人頭疼的社會問題，起酒痟的象行佇路裡搖搖擺擺，一下無細膩跋倒閣有可能會硩死過路人。佮印度酒醉的象比起來，非洲的野生動物園內底，嘛會當看著啉酒醉的象，𪜶會去揣黃甲對樹仔頂落落來的果子來食，閣食甲足歡喜，干焦差佇動物園內底啉酒醉的象袂危害著咱人的性命安全。,這段文章的意思是啥物？,動物園內面的象較溫和,印度的象較會硩死人,象嘛佮人仝款會啉酒醉,印度旅遊的危險性
612537,查埔人:「恁賣這『三百千千』，我毋捌看過，這是啥物冊?」查某人:「喂!莫按呢共我騙，我看你有歲閣真文雅，若會連這都毋知。這毋是一本冊，『三』意思是《三字經》，『百』是《百家姓》，『千』是《千字文》。彼字『千』是《千家詩》的意思。」,請問這段對話內底，『三百千千』總共有幾本冊？,一,兩,三,四
622537,瓷仔博物館佇台灣新北市鶯歌區，是台灣第一个用瓷仔做主題的專業博物館。目前的收藏品超過三千件，收藏的範圍有早期民間用的瓷仔、國內外現代瓷仔藝術品，閣包含相關的文獻資料。,下跤關於瓷仔博物館的敘述，佗一个正確？,以民生用品做主題,館藏干焦量其約三百外件,館內無文獻資料,佇新北市鶯歌區
632537,"阿爸：「約書亞，咱當咧參加一場比賽，啥人先得著一千分，就會當得著約書亞上愛的物件，一台真正的戰車。」
約書亞：「阿爸，我包穩會拍拚提著冠軍。」
阿爸：「比賽到明仔載早起結束，就會舉行頒獎典禮，若是你會使覕到下昏暗無予人發現，就使得著60分。」
約書亞問：「咱這馬幾分？」
阿爸：「咱有940分，閣添60分，就有1000分！冠軍！咱就贏矣！下昏暗是上尾仔一暗，毋通脫箠！」
約書亞：「我會等到無人才出來。」",請問冠軍的獎品是啥？,一隻馬,一間厝,百萬獎金,戰車
642537,女：「昨昏暗秀秀生日會足精彩的，我無料想著主角會對天頂降落來呢。」男：「這分明就是有計畫的行動，一定有人出錢、有人規畫，效果才會遮爾好。」女：「若按呢，我生日就看你的規畫能力囉。」,請問這段對話內底，查某囡仔上期待啥？,參加秀秀的生日會,嘛想欲對天頂降落來,講話的男性替伊規畫生日會,參加講話的男性的生日會
652537,"無線電波是一種公共資源，是予全民共同齊使用的，袂使家己占起來，當有人欲講話若是線頂拄好有A佮B兩人咧對話，按呢就愛等到A抑B其中一爿話講煞的1到2秒鐘的閬縫講話。千萬毋通佇線頂的人當咧講話的時嘛綴咧講，按呢號做「崁台」，是足無禮貌的行為。
講話的時陣愛先揤PTT(PushToTalk)，揤半秒鐘了後才開始講話，較袂因為信號hőng切著致使對方聽無頭前一兩个字，一句話講煞嘛莫隨就共揤仔放掉，就愛維持半秒鐘才放開，才袂最後路尾一兩字嘛hőng切掉，來予對方無好收聽，這是真濟人攏毋知應該愛注意的所在。
另外，家己佮對方咧對話的時，莫隨回答，中間著隔2秒左右較適當，這段時間是欲留予需要插話的人使用的。若是當咧對話的兩人攏無留時間，這个頻道根本就無第三个人通插入來，最後就可能有崁台抑是冤家的狀況。",根據這篇文章，下面佗一个是著的？,任何人攏會當使用無線電波,無線電見擺干焦會使用一到二秒,用無線電回答毋免隔二秒,會當隨時插入來別人的對話
662537,"弟：阿姊，我今仔日佇圖書館讀先秦的歷史故事的時，看著冊裡有「五行」思想，請問「五行」是啥物？
姊：你感覺「五行」會是啥物？
弟：「五行」是五種行為的意思--hioh？抑是五條路？
姊：「五行」就是金、木、水、火、土。比論講金屬類就是金。
弟：Hòo，冊裡閣有講著五行的相生相剋，所以我嘛想欲知影「五行相生」是啥物意思？
姊：「五行相生」就是土生金、金生水...。
弟：等一下，你講傷緊，我聽無啦。
姊：好，我講較慢咧，「五行相生」是土生金、金生水、水生木、木生火、火生土。
姊：你閣想欲知影「五行相剋」無？
弟：有夠難--的啦！我無愛矣。",後列佗一个毋是小弟對「五行」的認知﹖,金屬類就是金。,五條路。,先秦的思想。,五種行為。
672537,"阿寶：「莉莉，你敢知影水尖仔和田貝相爭的故事？一隻水尖仔飛落來，跤手誠猛雄雄就對田貝的肉共啄落，田貝掣一趒，趕緊共殼欱倚來，共水尖仔的尖喙桮絚絚共鋏牢咧。水尖仔想欲予田貝失水了後hőng曝焦。」
莉莉：「我知影，後來田貝嘛誠激硬，就是毋願共喙擘開，想欲共水尖仔枵枵死。」
阿寶：「嘿啊，水尖仔和田貝siáng嘛毋相讓，這時陣，一个討海人行倚來，若桌頂拈柑按呢一下手就抾著俗仔，共水尖仔和田貝攏掠掠去矣，討海人滿載而歸，今這聲卯死矣！」",請問水尖仔和田貝佇遐咧創啥物？,答喙鼓,討論天氣,做瘦氣,拚生死
682537,佇《易經》當中共「六」定做陰，共「九」定做陽，九月初九兩个九重疊，所以共號做「重陽」。重陽節佇戰國時代就已經形成，到唐代正式定做民間節日。重陽節有敬老的風俗，柯文哲上任了後共敬老津貼刣掉，佇台灣的街頭巷尾引起袂少話柄。有的老歲仔認為預算閣按怎省嘛袂當共腦筋動到老歲仔的所費遮來；毋過嘛有一寡序大人認為台北市的政財負擔傷重，願意相楗來渡難關。,請問是按怎會號做重陽節？,易經》當中共「六」定做陰，共「九」定做陽，九月初九兩个九重疊，所以共號做「重陽」,因為屈原跳汨羅江為國犧牲,因為八月十五月圓人團圓,因為重陽節這工愛登高望遠
692537,"張太太：王--先，恁兜大華哪會攏守佇厝--的，嘛無欲出來和厝邊仔的囡仔鬥陣耍咧？
王爸爸：唉！伊若歇假就規工咧耍網路遊戲，我嘛無伊的法！
張太太：你愛細膩，最近新聞攏咧報囡仔咧癮3C的問題喔！有的人一癮著遊戲，功課就一落千丈去矣。
王爸爸：著啊！這半冬，大華毋但近視較深矣，成績嘛大大退步﹗我實在真傷腦筋，毋過我嘛喝伊袂行，我一定愛叫in母仔加共管一下才著。
",請問張太太提醒王爸啥物代誌﹖,佮𪜶囝做伙留踮厝裡。,希望王爸注意𪜶囝上網的問題。,愛王爸的太太共鬥管𪜶後生。,予囡仔加去使用三C產品。
